Monster,Move
Traffikrab,Wallop
Traffikrab,Water Camouflage
Traffikrab,Water Coating
Traffikrab,Waterproof
Traffikrab,Wink
Weevilite,AP Boost
Weevilite,AP Drain
Weevilite,AP Refund
Weevilite,AP Starter
Weevilite,AP Steal
Weevilite,Battery
Weevilite,Berserker
Weevilite,Bish Bash Bosh
Weevilite,Bloodlust
Weevilite,Boil
Weevilite,Bottle Volley
Weevilite,Brick Blast
Weevilite,Broadcast
Weevilite,Call For Help
Weevilite,Change the Record
Weevilite,Charge
Weevilite,Clobber
Weevilite,Compliment
Weevilite,Critical AP
Weevilite,Criticise
Weevilite,Crossfade
Weevilite,Custom Starter
Weevilite,Defend
Weevilite,Delegate
Weevilite,Desperation
Weevilite,Dodge
Weevilite,Double Slice
Weevilite,Double Smack
Weevilite,Déjà Vu
Weevilite,Echolocation
Weevilite,Elemental Coating
Weevilite,Elemental Wall
Weevilite,Energy Shot
Weevilite,Energy Wave
Weevilite,Focus
Weevilite,Frozen Ground
Weevilite,Gambit
Weevilite,Gasoline Spray
Weevilite,Glass Resistance
Weevilite,Grounded
Weevilite,Headshot
Weevilite,Hypnotise
Weevilite,Icicle Dart
Weevilite,Incinerate
Weevilite,Inflame
Weevilite,Last Rites
Weevilite,Lightning Camouflage
Weevilite,Lightning Coating
Weevilite,Machine Curse
Weevilite,Magnet
Weevilite,Multi Shot
Weevilite,Multi Smack
Weevilite,Neutralise
Weevilite,Nod
Weevilite,Parry Stance
Weevilite,Peekaboo
Weevilite,Pity AP
Weevilite,Plastic Camouflage
Weevilite,Plastic Coating
Weevilite,Plastic Knife
Weevilite,Plastic Resistance
Weevilite,Plastic Wall
Weevilite,Pre-emptive Strike
Weevilite,Provoke
Weevilite,Quick Smack
Weevilite,Raise Arms
Weevilite,Raise Shields
Weevilite,Random Starter
Weevilite,Rapid Fire
Weevilite,Recycle
Weevilite,Revenge Strike
Weevilite,Roll Again
Weevilite,Sharpen
Weevilite,Slice
Weevilite,Smack
Weevilite,Snow Rush
Weevilite,Spit
Weevilite,Spray
Weevilite,Sprint
Weevilite,Taunt
Weevilite,The Old 1-2
Weevilite,Torrent
Weevilite,Toy Hammer
Weevilite,Traffic Jam
Weevilite,Trick
Weevilite,Trip
Weevilite,Undertow
Weevilite,Unicast
Weevilite,Wallop
Weevilite,Water Camouflage
Weevilite,Water Coating
Weevilite,Waterproof
Weevilite,Wink
Lobstacle,Air Wall
Lobstacle,AP Boost
Lobstacle,AP Drain
Lobstacle,AP Factory
Lobstacle,AP Refund
Lobstacle,AP Starter
Lobstacle,AP Steal
Lobstacle,Astral Wall
Lobstacle,Beast Wall
Lobstacle,Berserker
Lobstacle,Bish Bash Bosh
Lobstacle,Bloodlust
Lobstacle,Boil
Lobstacle,Bottle Volley
Lobstacle,Brace for Impact
Lobstacle,Brick Blast
Lobstacle,Call For Help
Lobstacle,Change the Record
Lobstacle,Clobber
Lobstacle,Compliment
Lobstacle,Critical AP
Lobstacle,Criticise
Lobstacle,Crossfade
Lobstacle,Crumble
Lobstacle,Custom Starter
Lobstacle,Defend
Lobstacle,Delegate
Lobstacle,Desperation
Lobstacle,Dodge
Lobstacle,Double Slice
Lobstacle,Double Smack
Lobstacle,Earth Resistance
Lobstacle,Earth Wall
Lobstacle,Elemental Coating
Lobstacle,Elemental Wall
Lobstacle,Energy Shot
Lobstacle,Energy Wave
Lobstacle,Final Breath
Lobstacle,Fire Wall
Lobstacle,Focus
Lobstacle,Gambit
Lobstacle,Gasoline Spray
Lobstacle,Glass Resistance
Lobstacle,Glass Wall
Lobstacle,Headshot
Lobstacle,Hypnotise
Lobstacle,Ice Wall
Lobstacle,Incinerate
Lobstacle,Inflame
Lobstacle,Last Rites
Lobstacle,Lightning Wall
Lobstacle,Machine Curse
Lobstacle,Metal Wall
Lobstacle,Multi Shot
Lobstacle,Multi Smack
Lobstacle,Neutralise
Lobstacle,Nod
Lobstacle,Parry Stance
Lobstacle,Peekaboo
Lobstacle,Pity AP
Lobstacle,Plant Wall
Lobstacle,Plastic Camouflage
Lobstacle,Plastic Coating
Lobstacle,Plastic Knife
Lobstacle,Plastic Resistance
Lobstacle,Plastic Wall
Lobstacle,Poison Wall
Lobstacle,Pre-emptive Strike
Lobstacle,Provoke
Lobstacle,Raise Arms
Lobstacle,Raise Shields
Lobstacle,Random Starter
Lobstacle,Recycle
Lobstacle,Revenge Strike
Lobstacle,Revolving Door
Lobstacle,Roll Again
Lobstacle,Sharpen
Lobstacle,Shield Bash
Lobstacle,Slice
Lobstacle,Smack
Lobstacle,Spit
Lobstacle,Spray
Lobstacle,Sprint
Lobstacle,Status Resistance
Lobstacle,Sturdy Armour
Lobstacle,Taunt
Lobstacle,The Old 1-2
Lobstacle,Throw
Lobstacle,Torrent
Lobstacle,Toy Hammer
Lobstacle,Traffic Jam
Lobstacle,Trick
Lobstacle,Trip
Lobstacle,Undertow
Lobstacle,Unshakeable
Lobstacle,Wallop
Lobstacle,Water Camouflage
Lobstacle,Water Coating
Lobstacle,Water Wall
Lobstacle,Waterproof
Lobstacle,Wink
Candevil,AP Boost
Candevil,AP Drain
Candevil,AP Refund
Candevil,AP Starter
Candevil,Bad Joke
Candevil,bE rAnDoM!!
Candevil,Beast Camouflage
Candevil,Beast Coating
Candevil,Beast Resistance
Candevil,Beast Wall
Candevil,Berserker
Candevil,Bish Bash Bosh
Candevil,Bite
Candevil,Blood Donation
Candevil,Bon Bon Blast
Candevil,Bone Cannon
Candevil,Call For Help
Candevil,Carnivore
Candevil,Change the Record
Candevil,Clobber
Candevil,Coal Story
Candevil,Compliment
Candevil,Copy That
Candevil,Critical AP
Candevil,Criticise
Candevil,Crossfade
Candevil,Custom Starter
Candevil,Damage Roll
Candevil,Defend
Candevil,Delegate
Candevil,Desperation
Candevil,Dodge
Candevil,Double Slice
Candevil,Double Smack
Candevil,Déjà Vu
Candevil,Elemental Coating
Candevil,Elemental Wall
Candevil,Energy Shot
Candevil,Energy Wave
Candevil,Fireproof
Candevil,Focus
Candevil,Frozen Ground
Candevil,Gambit
Candevil,Gasoline Spray
Candevil,Glitter Bomb
Candevil,Glitter Resistance
Candevil,Haunt
Candevil,Headshot
Candevil,Hot Potato
Candevil,Icicle Dart
Candevil,Inflame
Candevil,Last Rites
Candevil,Machine Curse
Candevil,Multi Shot
Candevil,Multi Smack
Candevil,Multicopy
Candevil,Nod
Candevil,Peekaboo
Candevil,Pity AP
Candevil,Provoke
Candevil,Quick Smack
Candevil,Raise Arms
Candevil,Raise Shields
Candevil,Random Starter
Candevil,Rapid Fire
Candevil,Roll Again
Candevil,Scorch
Candevil,Sharpen
Candevil,Slice
Candevil,Smack
Candevil,Snow Rush
Candevil,Spit
Candevil,Spray
Candevil,Sprint
Candevil,Sugar Rush
Candevil,Taunt
Candevil,The Old 1-2
Candevil,Trap Jaw
Candevil,Treat
Candevil,Trick
Candevil,Trip
Candevil,Wallop
Candevil,Wink
Malchemy,AP Boost
Malchemy,AP Drain
Malchemy,AP Refund
Malchemy,AP Starter
Malchemy,Bad Joke
Malchemy,Battery
Malchemy,bE rAnDoM!!
Malchemy,Beast Camouflage
Malchemy,Beast Coating
Malchemy,Beast Resistance
Malchemy,Beast Wall
Malchemy,Berserker
Malchemy,Bish Bash Bosh
Malchemy,Bite
Malchemy,Blood Donation
Malchemy,Bon Bon Blast
Malchemy,Bone Cannon
Malchemy,Bottle Volley
Malchemy,Call For Help
Malchemy,Carnivore
Malchemy,Change the Record
Malchemy,Chemical Imbalance
Malchemy,Clobber
Malchemy,Coal Story
Malchemy,Compliment
Malchemy,Copper Chop
Malchemy,Copy That
Malchemy,Critical AP
Malchemy,Criticise
Malchemy,Crossfade
Malchemy,Custom Starter
Malchemy,Damage Roll
Malchemy,Defend
Malchemy,Delegate
Malchemy,Desperation
Malchemy,Dodge
Malchemy,Double Slice
Malchemy,Double Smack
Malchemy,Dual Wield
Malchemy,Déjà Vu
Malchemy,Elemental Coating
Malchemy,Elemental Wall
Malchemy,Energy Shot
Malchemy,Energy Wave
Malchemy,Fireproof
Malchemy,Focus
Malchemy,Frozen Ground
Malchemy,Gambit
Malchemy,Gasoline Spray
Malchemy,Glass Cannon
Malchemy,Glass Resistance
Malchemy,Glitter Bomb
Malchemy,Glitter Resistance
Malchemy,Haunt
Malchemy,Headshot
Malchemy,Hot Potato
Malchemy,Icicle Dart
Malchemy,Inflame
Malchemy,Last Rites
Malchemy,Machine Curse
Malchemy,Moonshine
Malchemy,Multi Shot
Malchemy,Multi Smack
Malchemy,Multicopy
Malchemy,Nod
Malchemy,Peekaboo
Malchemy,Pity AP
Malchemy,Poison Camouflage
Malchemy,Poison Coating
Malchemy,Poison Resistance
Malchemy,Poison Wall
Malchemy,Provoke
Malchemy,Pustule Bomb
Malchemy,Quick Smack
Malchemy,Raise Arms
Malchemy,Raise Shields
Malchemy,Random Starter
Malchemy,Rapid Fire
Malchemy,Roll Again
Malchemy,Scorch
Malchemy,Sharpen
Malchemy,Slice
Malchemy,Smack
Malchemy,Snow Rush
Malchemy,Spit
Malchemy,Spray
Malchemy,Sprint
Malchemy,Sticky Spray
Malchemy,Sugar Rush
Malchemy,Superheated Fist
Malchemy,Taunt
Malchemy,The Old 1-2
Malchemy,Throw
Malchemy,Toxic Stab
Malchemy,Toy Hammer
Malchemy,Trap Jaw
Malchemy,Treat
Malchemy,Trick
Malchemy,Trip
Malchemy,Wallop
Malchemy,Wink
Miasmodeus,AP Boost
Miasmodeus,AP Drain
Miasmodeus,AP Refund
Miasmodeus,AP Starter
Miasmodeus,Astral Camouflage
Miasmodeus,Astral Coating
Miasmodeus,Astral Resistance
Miasmodeus,Astral Wall
Miasmodeus,Bad Joke
Miasmodeus,Battery
Miasmodeus,bE rAnDoM!!
Miasmodeus,Beast Camouflage
Miasmodeus,Beast Coating
Miasmodeus,Beast Resistance
Miasmodeus,Beast Wall
Miasmodeus,Berserker
Miasmodeus,Bish Bash Bosh
Miasmodeus,Bite
Miasmodeus,Blood Donation
Miasmodeus,Bon Bon Blast
Miasmodeus,Bone Cannon
Miasmodeus,Bottle Volley
Miasmodeus,Breathing Technique
Miasmodeus,Call For Help
Miasmodeus,Carnivore
Miasmodeus,Change the Record
Miasmodeus,Chemical Imbalance
Miasmodeus,Clobber
Miasmodeus,Coal Story
Miasmodeus,Compliment
Miasmodeus,Copper Chop
Miasmodeus,Copy That
Miasmodeus,Critical AP
Miasmodeus,Criticise
Miasmodeus,Crossfade
Miasmodeus,Custom Starter
Miasmodeus,Damage Roll
Miasmodeus,Defend
Miasmodeus,Delegate
Miasmodeus,Desperation
Miasmodeus,Dodge
Miasmodeus,Double Slice
Miasmodeus,Double Smack
Miasmodeus,Dual Wield
Miasmodeus,Déjà Vu
Miasmodeus,Elemental Coating
Miasmodeus,Elemental Wall
Miasmodeus,Energy Shot
Miasmodeus,Energy Wave
Miasmodeus,Fireproof
Miasmodeus,Focus
Miasmodeus,Frozen Ground
Miasmodeus,Gambit
Miasmodeus,Gasoline Spray
Miasmodeus,Glass Cannon
Miasmodeus,Glass Resistance
Miasmodeus,Glitter Bomb
Miasmodeus,Glitter Resistance
Miasmodeus,Haunt
Miasmodeus,Headshot
Miasmodeus,Hot Potato
Miasmodeus,Hypnotise
Miasmodeus,Icicle Dart
Miasmodeus,Inflame
Miasmodeus,Insomnia
Miasmodeus,Last Rites
Miasmodeus,Machine Curse
Miasmodeus,Magic Tome
Miasmodeus,Meditate
Miasmodeus,Mind-Meld
Miasmodeus,Moonshine
Miasmodeus,Multi Shot
Miasmodeus,Multi Smack
Miasmodeus,Multicopy
Miasmodeus,Nod
Miasmodeus,Peekaboo
Miasmodeus,Pity AP
Miasmodeus,Poison Camouflage
Miasmodeus,Poison Coating
Miasmodeus,Poison Resistance
Miasmodeus,Poison Wall
Miasmodeus,Provoke
Miasmodeus,Pustule Bomb
Miasmodeus,Quick Smack
Miasmodeus,Raise Arms
Miasmodeus,Raise Shields
Miasmodeus,Random Starter
Miasmodeus,Rapid Fire
Miasmodeus,Ritual
Miasmodeus,Roll Again
Miasmodeus,Scorch
Miasmodeus,Sharpen
Miasmodeus,Slice
Miasmodeus,Smack
Miasmodeus,Snow Rush
Miasmodeus,Spit
Miasmodeus,Spray
Miasmodeus,Sprint
Miasmodeus,Sticky Spray
Miasmodeus,Sugar Rush
Miasmodeus,Superheated Fist
Miasmodeus,Taunt
Miasmodeus,The Old 1-2
Miasmodeus,Throw
Miasmodeus,Toxic Stab
Miasmodeus,Toy Hammer
Miasmodeus,Trap Jaw
Miasmodeus,Treat
Miasmodeus,Trick
Miasmodeus,Trip
Miasmodeus,Vengeful Curse
Miasmodeus,Wallop
Miasmodeus,Wink
Vendemon,AP Boost
Vendemon,AP Drain
Vendemon,AP Factory
Vendemon,AP Refund
Vendemon,AP Starter
Vendemon,Automation
Vendemon,Bad Joke
Vendemon,bE rAnDoM!!
Vendemon,Beast Camouflage
Vendemon,Beast Coating
Vendemon,Beast Resistance
Vendemon,Beast Wall
Vendemon,Berserker
Vendemon,Bish Bash Bosh
Vendemon,Bite
Vendemon,Blood Donation
Vendemon,Bon Bon Blast
Vendemon,Bone Cannon
Vendemon,Brace for Impact
Vendemon,Broadcast
Vendemon,Call For Help
Vendemon,Carnivore
Vendemon,Change the Record
Vendemon,Clobber
Vendemon,Coal Story
Vendemon,Compliment
Vendemon,Copper Chop
Vendemon,Copy That
Vendemon,Critical AP
Vendemon,Criticise
Vendemon,Crossfade
Vendemon,Custom Starter
Vendemon,Damage Roll
Vendemon,Defend
Vendemon,Delegate
Vendemon,Desperation
Vendemon,Dodge
Vendemon,Double Slice
Vendemon,Double Smack
Vendemon,Déjà Vu
Vendemon,Echolocation
Vendemon,Elemental Coating
Vendemon,Elemental Wall
Vendemon,Energy Shot
Vendemon,Energy Wave
Vendemon,Final Breath
Vendemon,Fireproof
Vendemon,Focus
Vendemon,Frozen Ground
Vendemon,Gambit
Vendemon,Gasoline Spray
Vendemon,Gear Shear
Vendemon,Glitter Bomb
Vendemon,Glitter Resistance
Vendemon,Grounded
Vendemon,Haunt
Vendemon,Headshot
Vendemon,Hot Potato
Vendemon,Icicle Dart
Vendemon,Inflame
Vendemon,Iron Filings
Vendemon,Jagged Edge
Vendemon,Last Rites
Vendemon,Lightning Camouflage
Vendemon,Lightning Coating
Vendemon,Machine Curse
Vendemon,Magnet
Vendemon,Metal Camouflage
Vendemon,Metal Coating
Vendemon,Metal Resistance
Vendemon,Metal Riff
Vendemon,Metal Wall
Vendemon,Multi Shot
Vendemon,Multi Smack
Vendemon,Multicopy
Vendemon,Nod
Vendemon,Peekaboo
Vendemon,Pity AP
Vendemon,Plastic Resistance
Vendemon,Plastic Wall
Vendemon,Provoke
Vendemon,Quick Smack
Vendemon,Raise Arms
Vendemon,Raise Shields
Vendemon,Random Starter
Vendemon,Rapid Fire
Vendemon,Roll Again
Vendemon,Scorch
Vendemon,Self-Destruct
Vendemon,Sharp Edges
Vendemon,Sharpen
Vendemon,Shield Bash
Vendemon,Shrapnel
Vendemon,Slice
Vendemon,Smack
Vendemon,Snow Rush
Vendemon,Spit
Vendemon,Spray
Vendemon,Sprint
Vendemon,Status Resistance
Vendemon,Sturdy Armour
Vendemon,Sugar Rush
Vendemon,Taunt
Vendemon,The Old 1-2
Vendemon,Throw
Vendemon,Toy Hammer
Vendemon,Trap Jaw
Vendemon,Treat
Vendemon,Trick
Vendemon,Trip
Vendemon,Unshakeable
Vendemon,Wallop
Vendemon,Wink
Gumbaal,AP Boost
Gumbaal,AP Drain
Gumbaal,AP Factory
Gumbaal,AP Refund
Gumbaal,AP Starter
Gumbaal,Astral Resistance
Gumbaal,Automation
Gumbaal,Bad Joke
Gumbaal,bE rAnDoM!!
Gumbaal,Beast Camouflage
Gumbaal,Beast Coating
Gumbaal,Beast Resistance
Gumbaal,Beast Wall
Gumbaal,Berserker
Gumbaal,Bish Bash Bosh
Gumbaal,Bite
Gumbaal,Blood Donation
Gumbaal,Bon Bon Blast
Gumbaal,Bone Cannon
Gumbaal,Brace for Impact
Gumbaal,Broadcast
Gumbaal,Call For Help
Gumbaal,Carnivore
Gumbaal,Change the Record
Gumbaal,Clobber
Gumbaal,Coal Story
Gumbaal,Compliment
Gumbaal,Copper Chop
Gumbaal,Copy That
Gumbaal,Critical AP
Gumbaal,Criticise
Gumbaal,Crossfade
Gumbaal,Custom Starter
Gumbaal,Damage Roll
Gumbaal,Defend
Gumbaal,Delegate
Gumbaal,Desperation
Gumbaal,Dodge
Gumbaal,Double Slice
Gumbaal,Double Smack
Gumbaal,Déjà Vu
Gumbaal,Echolocation
Gumbaal,Elemental Coating
Gumbaal,Elemental Wall
Gumbaal,Energy Shot
Gumbaal,Energy Wave
Gumbaal,Final Breath
Gumbaal,Fireproof
Gumbaal,Focus
Gumbaal,Frozen Ground
Gumbaal,Gambit
Gumbaal,Gasoline Spray
Gumbaal,Gear Shear
Gumbaal,Glitter Bomb
Gumbaal,Glitter Resistance
Gumbaal,Grounded
Gumbaal,Haunt
Gumbaal,Headshot
Gumbaal,Hot Potato
Gumbaal,Icicle Dart
Gumbaal,Inflame
Gumbaal,Iron Filings
Gumbaal,Jagged Edge
Gumbaal,Last Rites
Gumbaal,Life Absorb
Gumbaal,Lightning Camouflage
Gumbaal,Lightning Coating
Gumbaal,Machine Curse
Gumbaal,Magnet
Gumbaal,Metal Camouflage
Gumbaal,Metal Coating
Gumbaal,Metal Resistance
Gumbaal,Metal Riff
Gumbaal,Metal Wall
Gumbaal,Multi Shot
Gumbaal,Multi Smack
Gumbaal,Multicopy
Gumbaal,Nod
Gumbaal,Peekaboo
Gumbaal,Phase Shift
Gumbaal,Pity AP
Gumbaal,Plastic Resistance
Gumbaal,Plastic Wall
Gumbaal,Provoke
Gumbaal,Quick Smack
Gumbaal,Raise Arms
Gumbaal,Raise Shields
Gumbaal,Random Starter
Gumbaal,Rapid Fire
Gumbaal,Ritual
Gumbaal,Roll Again
Gumbaal,Scorch
Gumbaal,Self-Destruct
Gumbaal,Sharp Edges
Gumbaal,Sharpen
Gumbaal,Shield Bash
Gumbaal,Shrapnel
Gumbaal,Slice
Gumbaal,Smack
Gumbaal,Snow Rush
Gumbaal,Spit
Gumbaal,Spray
Gumbaal,Sprint
Gumbaal,Status Resistance
Gumbaal,Sturdy Armour
Gumbaal,Sugar Rush
Gumbaal,Taunt
Gumbaal,The Old 1-2
Gumbaal,Throw
Gumbaal,Toy Hammer
Gumbaal,Trap Jaw
Gumbaal,Treat
Gumbaal,Trick
Gumbaal,Trip
Gumbaal,Unshakeable
Gumbaal,Vengeful Curse
Gumbaal,Wallop
Gumbaal,Wink
Bansheep,AP Boost
Bansheep,AP Drain
Bansheep,AP Refund
Bansheep,AP Starter
Bansheep,Astral Camouflage
Bansheep,Astral Coating
Bansheep,Astral Resistance
Bansheep,Astral Wall
Bansheep,Battering Ram
Bansheep,Beast Camouflage
Bansheep,Beast Coating
Bansheep,Beast Resistance
Bansheep,Beast Wall
Bansheep,Berserker
Bansheep,Bish Bash Bosh
Bansheep,Bite
Bansheep,Blood Donation
Bansheep,Bone Cannon
Bansheep,Brace for Impact
Bansheep,Call For Help
Bansheep,Clobber
Bansheep,Compliment
Bansheep,Cotton On
Bansheep,Critical AP
Bansheep,Criticise
Bansheep,Crossfade
Bansheep,Custom Starter
Bansheep,Defend
Bansheep,Delegate
Bansheep,Desperation
Bansheep,Doc Leaf
Bansheep,Dodge
Bansheep,Double Slice
Bansheep,Double Smack
Bansheep,Elemental Coating
Bansheep,Elemental Wall
Bansheep,Energy Shot
Bansheep,Energy Wave
Bansheep,Final Breath
Bansheep,Focus
Bansheep,Gambit
Bansheep,Haunt
Bansheep,Headshot
Bansheep,Last Rites
Bansheep,Life Absorb
Bansheep,Multi Shot
Bansheep,Multi Smack
Bansheep,Neutralise
Bansheep,New Leaf
Bansheep,Nod
Bansheep,Nurse
Bansheep,Phase Shift
Bansheep,Pity AP
Bansheep,Provoke
Bansheep,Raise Arms
Bansheep,Raise Shields
Bansheep,Random Starter
Bansheep,Retribution
Bansheep,Self-Assured
Bansheep,Sharpen
Bansheep,Shear Luck
Bansheep,Shield Bash
Bansheep,Slice
Bansheep,Smack
Bansheep,Spit
Bansheep,Spray
Bansheep,Sprint
Bansheep,Status Resistance
Bansheep,Sturdy Armour
Bansheep,Taunt
Bansheep,The Old 1-2
Bansheep,Throw
Bansheep,Trip
Bansheep,Unshakeable
Bansheep,Wallop
Bansheep,Wink
Wooltergeist,Air Camouflage
Wooltergeist,Air Coating
Wooltergeist,Air Resistance
Wooltergeist,Air Wall
Wooltergeist,AP Boost
Wooltergeist,AP Drain
Wooltergeist,AP Refund
Wooltergeist,AP Starter
Wooltergeist,Astral Camouflage
Wooltergeist,Astral Coating
Wooltergeist,Astral Resistance
Wooltergeist,Astral Wall
Wooltergeist,Battering Ram
Wooltergeist,Beast Camouflage
Wooltergeist,Beast Coating
Wooltergeist,Beast Resistance
Wooltergeist,Beast Wall
Wooltergeist,Berserker
Wooltergeist,Bish Bash Bosh
Wooltergeist,Bite
Wooltergeist,Blood Donation
Wooltergeist,Bone Cannon
Wooltergeist,Brace for Impact
Wooltergeist,Breathing Technique
Wooltergeist,Call For Help
Wooltergeist,Clobber
Wooltergeist,Compliment
Wooltergeist,Cotton On
Wooltergeist,Critical AP
Wooltergeist,Criticise
Wooltergeist,Crossfade
Wooltergeist,Custom Starter
Wooltergeist,Defend
Wooltergeist,Delegate
Wooltergeist,Desperation
Wooltergeist,Doc Leaf
Wooltergeist,Dodge
Wooltergeist,Double Slice
Wooltergeist,Double Smack
Wooltergeist,Déjà Vu
Wooltergeist,Elemental Coating
Wooltergeist,Elemental Wall
Wooltergeist,Energy Shot
Wooltergeist,Energy Wave
Wooltergeist,Final Breath
Wooltergeist,Focus
Wooltergeist,Galactic Beatdown
Wooltergeist,Gambit
Wooltergeist,Grounded
Wooltergeist,Haunt
Wooltergeist,Headshot
Wooltergeist,Hypnotise
Wooltergeist,Insomnia
Wooltergeist,Last Rites
Wooltergeist,Life Absorb
Wooltergeist,Liftoff
Wooltergeist,Machine Curse
Wooltergeist,Magic Tome
Wooltergeist,Meditate
Wooltergeist,Mind-Meld
Wooltergeist,Multi Shot
Wooltergeist,Multi Smack
Wooltergeist,Neutralise
Wooltergeist,New Leaf
Wooltergeist,Nod
Wooltergeist,Nurse
Wooltergeist,Phase Shift
Wooltergeist,Pity AP
Wooltergeist,Provoke
Wooltergeist,Raise Arms
Wooltergeist,Raise Shields
Wooltergeist,Random Starter
Wooltergeist,Retribution
Wooltergeist,Ritual
Wooltergeist,Self-Assured
Wooltergeist,Sharpen
Wooltergeist,Shear Luck
Wooltergeist,Shield Bash
Wooltergeist,Shooting Star
Wooltergeist,Slice
Wooltergeist,Smack
Wooltergeist,Sonic Boom
Wooltergeist,Spit
Wooltergeist,Spray
Wooltergeist,Sprint
Wooltergeist,Status Resistance
Wooltergeist,Sturdy Armour
Wooltergeist,Taunt
Wooltergeist,The Old 1-2
Wooltergeist,Throw
Wooltergeist,Trip
Wooltergeist,Unshakeable
Wooltergeist,Vengeful Curse
Wooltergeist,Wallop
Wooltergeist,Wink
Wooltergeist,Zephyr
Ramtasm,Air Camouflage
Ramtasm,Air Coating
Ramtasm,Air Resistance
Ramtasm,Air Wall
Ramtasm,AP Boost
Ramtasm,AP Drain
Ramtasm,AP Refund
Ramtasm,AP Starter
Ramtasm,Astral Camouflage
Ramtasm,Astral Coating
Ramtasm,Astral Resistance
Ramtasm,Astral Wall
Ramtasm,Battering Ram
Ramtasm,Beast Camouflage
Ramtasm,Beast Coating
Ramtasm,Beast Resistance
Ramtasm,Beast Wall
Ramtasm,Berserker
Ramtasm,Bish Bash Bosh
Ramtasm,Bite
Ramtasm,Blood Donation
Ramtasm,Bone Cannon
Ramtasm,Brace for Impact
Ramtasm,Breathing Technique
Ramtasm,Call For Help
Ramtasm,Clobber
Ramtasm,Compliment
Ramtasm,Cotton On
Ramtasm,Critical AP
Ramtasm,Criticise
Ramtasm,Crossfade
Ramtasm,Custom Starter
Ramtasm,Defend
Ramtasm,Delegate
Ramtasm,Desperation
Ramtasm,Doc Leaf
Ramtasm,Dodge
Ramtasm,Double Slice
Ramtasm,Double Smack
Ramtasm,Déjà Vu
Ramtasm,Elemental Coating
Ramtasm,Elemental Wall
Ramtasm,Energy Shot
Ramtasm,Energy Wave
Ramtasm,Final Breath
Ramtasm,Focus
Ramtasm,Galactic Beatdown
Ramtasm,Gambit
Ramtasm,Grounded
Ramtasm,Haunt
Ramtasm,Headshot
Ramtasm,Hypnotise
Ramtasm,Insomnia
Ramtasm,Last Rites
Ramtasm,Life Absorb
Ramtasm,Liftoff
Ramtasm,Machine Curse
Ramtasm,Magic Tome
Ramtasm,Meditate
Ramtasm,Mind-Meld
Ramtasm,Multi Shot
Ramtasm,Multi Smack
Ramtasm,Neutralise
Ramtasm,New Leaf
Ramtasm,Nod
Ramtasm,Nurse
Ramtasm,Phase Shift
Ramtasm,Pity AP
Ramtasm,Provoke
Ramtasm,Raise Arms
Ramtasm,Raise Shields
Ramtasm,Random Starter
Ramtasm,Retribution
Ramtasm,Ritual
Ramtasm,Self-Assured
Ramtasm,Sharpen
Ramtasm,Shear Luck
Ramtasm,Shield Bash
Ramtasm,Shooting Star
Ramtasm,Slice
Ramtasm,Smack
Ramtasm,Sonic Boom
Ramtasm,Spit
Ramtasm,Spray
Ramtasm,Sprint
Ramtasm,Status Resistance
Ramtasm,Sturdy Armour
Ramtasm,Taunt
Ramtasm,The Old 1-2
Ramtasm,Throw
Ramtasm,Trip
Ramtasm,Unshakeable
Ramtasm,Vengeful Curse
Ramtasm,Wallop
Ramtasm,Wink
Ramtasm,Zephyr
Zombleat,AP Boost
Zombleat,AP Drain
Zombleat,AP Refund
Zombleat,AP Starter
Zombleat,Astral Camouflage
Zombleat,Astral Coating
Zombleat,Astral Resistance
Zombleat,Astral Wall
Zombleat,Battering Ram
Zombleat,Beast Camouflage
Zombleat,Beast Coating
Zombleat,Beast Resistance
Zombleat,Beast Wall
Zombleat,Berserker
Zombleat,Bish Bash Bosh
Zombleat,Bite
Zombleat,Blood Donation
Zombleat,Bone Cannon
Zombleat,Brace for Impact
Zombleat,Call For Help
Zombleat,Clobber
Zombleat,Coal Story
Zombleat,Compliment
Zombleat,Cotton On
Zombleat,Critical AP
Zombleat,Criticise
Zombleat,Crossfade
Zombleat,Crumble
Zombleat,Custom Starter
Zombleat,Defend
Zombleat,Delegate
Zombleat,Desperation
Zombleat,Doc Leaf
Zombleat,Dodge
Zombleat,Double Slice
Zombleat,Double Smack
Zombleat,Earth Camouflage
Zombleat,Earth Coating
Zombleat,Earth Resistance
Zombleat,Earth Wall
Zombleat,Elemental Coating
Zombleat,Elemental Wall
Zombleat,Energy Shot
Zombleat,Energy Wave
Zombleat,Final Breath
Zombleat,Focus
Zombleat,Fossil
Zombleat,Gambit
Zombleat,Grounded
Zombleat,Haunt
Zombleat,Headshot
Zombleat,Last Rites
Zombleat,Life Absorb
Zombleat,Mountain Smash
Zombleat,Multi Shot
Zombleat,Multi Smack
Zombleat,Neutralise
Zombleat,New Leaf
Zombleat,Nod
Zombleat,Nurse
Zombleat,Phase Shift
Zombleat,Pity AP
Zombleat,Provoke
Zombleat,Raise Arms
Zombleat,Raise Shields
Zombleat,Random Starter
Zombleat,Retribution
Zombleat,Ritual
